UKPRN,Provider name,Subject code,Subject,Question,Responses,Population,Option 1,Option 2,Option 3,Option 4,Positivity,Response Rate,Question Num,index1,Region
UK,UK,CAH19-01-02,English language," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",792.0,1154.5,374.19,337.44,65.91,14.5,89.8,70.3,Q20,7170,UK
UK,UK,CAH19-01-02,English language," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",757.4,1154.5,260.19,401.81,85.38,10.0,87.4,70.3,Q21,7171,UK
UK,UK,CAH19-01-02,English language, To what extent do you get the right opportunities to give feedback on your course?,799.4,1154.5,287.01,358.11,135.0,19.25,80.7,70.3,Q22,7172,UK
UK,UK,CAH19-01-02,English language, To what extent are students' opinions about the course valued by staff?,769.9,1154.5,267.18,335.12,135.58,32.0,78.2,70.3,Q23,7173,UK
UK,UK,CAH19-01-02,English language, How clear is it that students' feedback on the course is acted on?,770.3,1154.5,148.6,306.48,257.09,58.12,59.1,70.3,Q24,7174,UK
UK,UK,CAH19-01-02,English language, How well does the students' union (association or guild) represent students' academic interests?,655.9,1154.5,157.31,322.21,138.48,37.94,73.1,70.3,Q25,7175,UK
UK,UK,CAH19-01-02,English language, How well communicated was information about your university/college's mental wellbeing support services?,772.7,1154.5,235.28,335.77,152.8,48.84,73.9,70.3,Q26,7176,UK
UK,UK,CAH19-01-03,Literature in English, How good are teaching staff at explaining things?,2565.5,3793.1,1030.2,1413.31,97.38,24.65,95.2,67.9,Q01,7177,UK
UK,UK,CAH19-01-03,Literature in English, How often do teaching staff make the subject engaging?,2555.2,3793.1,844.46,1459.78,213.37,37.58,90.2,67.9,Q02,7178,UK
UK,UK,CAH19-01-03,Literature in English, How often is the course intellectually stimulating?,2570.5,3793.1,1238.84,1127.22,165.87,38.61,92.0,67.9,Q03,7179,UK
UK,UK,CAH19-01-03,Literature in English, How often does your course challenge you to achieve your best work?,2568.2,3793.1,1106.35,1108.67,292.77,60.4,86.2,67.9,Q04,7180,UK
UK,UK,CAH19-01-03,Literature in English, To what extent have you had the chance to explore ideas and concepts in depth?,2570.4,3793.1,1203.42,1076.78,251.99,38.25,88.7,67.9,Q05,7181,UK
UK,UK,CAH19-01-03,Literature in English, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,2564.4,3793.1,882.47,1330.66,293.46,57.85,86.3,67.9,Q06,7182,UK
UK,UK,CAH19-01-03,Literature in English, To what extent have you had the chance to bring together information and ideas from different topics?,2562.0,3793.1,1084.07,1119.78,317.77,40.42,86.0,67.9,Q07,7183,UK
UK,UK,CAH19-01-03,Literature in English, To what extent does your course have the right balance of directed and independent study?,2563.9,3793.1,835.43,1019.95,543.19,165.37,72.4,67.9,Q08,7184,UK
UK,UK,CAH19-01-03,Literature in English, How well has your course developed your knowledge and skills that you think you will need for your future?,2532.5,3793.1,724.16,1300.52,415.24,92.62,79.9,67.9,Q09,7185,UK
UK,UK,CAH19-01-03,Literature in English, How clear were the marking criteria used to assess your work?,2573.4,3793.1,739.18,1192.97,530.36,110.93,75.1,67.9,Q10,7186,UK
UK,UK,CAH19-01-03,Literature in English, How fair has the marking and assessment been on your course?,2573.4,3793.1,689.31,1502.42,317.98,63.73,85.2,67.9,Q11,7187,UK
UK,UK,CAH19-01-03,Literature in English, How well have assessments allowed you to demonstrate what you have learned?,2567.4,3793.1,825.41,1370.89,324.47,46.67,85.5,67.9,Q12,7188,UK
UK,UK,CAH19-01-03,Literature in English, How often have you received assessment feedback on time?,2564.4,3793.1,1096.27,1029.11,326.37,112.62,82.9,67.9,Q13,7189,UK
UK,UK,CAH19-01-03,Literature in English, How often does feedback help you to improve your work?,2569.9,3793.1,791.23,1243.76,430.19,104.76,79.2,67.9,Q14,7190,UK
UK,UK,CAH19-01-03,Literature in English, How easy was it to contact teaching staff when you needed to?,2560.7,3793.1,1239.78,1039.95,227.9,53.06,89.0,67.9,Q15,7191,UK
UK,UK,CAH19-01-03,Literature in English, How well have teaching staff supported your learning?,2565.4,3793.1,1052.64,1206.68,252.13,53.99,88.1,67.9,Q16,7192,UK
UK,UK,CAH19-01-03,Literature in English, How well organised is your course?,2571.9,3793.1,683.16,1376.45,427.83,84.5,80.1,67.9,Q17,7193,UK
UK,UK,CAH19-01-03,Literature in English, How well were any changes to teaching on your course communicated?,2473.8,3793.1,742.81,1212.17,432.19,86.6,79.0,67.9,Q18,7194,UK
UK,UK,CAH19-01-03,Literature in English, How well have the IT resources and facilities supported your learning?,2401.2,3793.1,752.82,1230.19,327.28,90.95,82.6,67.9,Q19,7195,UK
UK,UK,CAH19-01-03,Literature in English," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",2528.2,3793.1,1428.11,909.53,155.27,35.27,92.5,67.9,Q20,7196,UK
UK,UK,CAH19-01-03,Literature in English," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",2326.4,3793.1,844.53,1180.4,273.63,27.84,87.0,67.9,Q21,7197,UK
UK,UK,CAH19-01-03,Literature in English, To what extent do you get the right opportunities to give feedback on your course?,2543.1,3793.1,910.16,1178.78,392.43,61.75,82.1,67.9,Q22,7198,UK
UK,UK,CAH19-01-03,Literature in English, To what extent are students' opinions about the course valued by staff?,2489.7,3793.1,874.13,1096.67,395.07,123.83,79.2,67.9,Q23,7199,UK
UK,UK,CAH19-01-03,Literature in English, How clear is it that students' feedback on the course is acted on?,2471.2,3793.1,441.95,985.68,838.2,205.37,57.8,67.9,Q24,7200,UK
UK,UK,CAH19-01-03,Literature in English, How well does the students' union (association or guild) represent students' academic interests?,2196.2,3793.1,409.39,1119.74,488.96,178.15,69.6,67.9,Q25,7201,UK
UK,UK,CAH19-01-03,Literature in English, How well communicated was information about your university/college's mental wellbeing support services?,2483.0,3793.1,638.92,1037.28,593.68,213.12,67.5,67.9,Q26,7202,UK
UK,UK,CAH19-01-05,Creative writing, How good are teaching staff at explaining things?,1121.9,1582.0,519.15,551.38,45.32,6.0,95.4,71.5,Q01,7203,UK
UK,UK,CAH19-01-05,Creative writing, How often do teaching staff make the subject engaging?,1116.2,1582.0,426.39,584.5,91.95,13.36,90.6,71.5,Q02,7204,UK
UK,UK,CAH19-01-05,Creative writing, How often is the course intellectually stimulating?,1126.4,1582.0,477.89,505.72,115.18,27.56,87.3,71.5,Q03,7205,UK
UK,UK,CAH19-01-05,Creative writing, How often does your course challenge you to achieve your best work?,1129.7,1582.0,560.72,432.85,114.52,21.61,87.9,71.5,Q04,7206,UK
UK,UK,CAH19-01-05,Creative writing, To what extent have you had the chance to explore ideas and concepts in depth?,1130.7,1582.0,545.31,452.77,114.59,18.03,88.3,71.5,Q05,7207,UK
UK,UK,CAH19-01-05,Creative writing, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,1128.7,1582.0,447.7,551.01,105.73,24.26,88.5,71.5,Q06,7208,UK
UK,UK,CAH19-01-05,Creative writing, To what extent have you had the chance to bring together information and ideas from different topics?,1120.9,1582.0,495.46,467.46,142.68,15.25,85.9,71.5,Q07,7209,UK
UK,UK,CAH19-01-05,Creative writing, To what extent does your course have the right balance of directed and independent study?,1123.7,1582.0,471.13,427.69,187.44,37.44,80.0,71.5,Q08,7210,UK
UK,UK,CAH19-01-05,Creative writing, How well has your course developed your knowledge and skills that you think you will need for your future?,1120.9,1582.0,434.3,522.42,122.8,41.33,85.4,71.5,Q09,7211,UK
UK,UK,CAH19-01-05,Creative writing, How clear were the marking criteria used to assess your work?,1129.2,1582.0,357.1,544.56,191.84,35.7,79.8,71.5,Q10,7212,UK
UK,UK,CAH19-01-05,Creative writing, How fair has the marking and assessment been on your course?,1129.7,1582.0,352.43,619.22,134.85,23.2,86.0,71.5,Q11,7213,UK
UK,UK,CAH19-01-05,Creative writing, How well have assessments allowed you to demonstrate what you have learned?,1127.0,1582.0,420.49,570.17,122.41,13.88,87.9,71.5,Q12,7214,UK
UK,UK,CAH19-01-05,Creative writing, How often have you received assessment feedback on time?,1127.9,1582.0,571.64,416.67,101.75,37.79,87.6,71.5,Q13,7215,UK
UK,UK,CAH19-01-05,Creative writing, How often does feedback help you to improve your work?,1128.2,1582.0,435.94,504.49,151.82,35.95,83.4,71.5,Q14,7216,UK
UK,UK,CAH19-01-05,Creative writing, How easy was it to contact teaching staff when you needed to?,1124.8,1582.0,579.46,426.06,100.8,18.43,89.4,71.5,Q15,7217,UK
UK,UK,CAH19-01-05,Creative writing, How well have teaching staff supported your learning?,1126.3,1582.0,533.96,492.44,83.61,16.24,91.1,71.5,Q16,7218,UK
UK,UK,CAH19-01-05,Creative writing, How well organised is your course?,1128.5,1582.0,290.35,601.83,186.65,49.67,79.1,71.5,Q17,7219,UK
UK,UK,CAH19-01-05,Creative writing, How well were any changes to teaching on your course communicated?,1083.1,1582.0,352.33,489.7,194.83,46.19,77.7,71.5,Q18,7220,UK
UK,UK,CAH19-01-05,Creative writing, How well have the IT resources and facilities supported your learning?,1031.5,1582.0,332.25,520.89,138.84,39.56,82.7,71.5,Q19,7221,UK
UK,UK,CAH19-01-05,Creative writing," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",1092.5,1582.0,541.44,438.29,82.89,29.87,89.7,71.5,Q20,7222,UK
UK,UK,CAH19-01-05,Creative writing," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",1018.9,1582.0,361.65,521.96,116.61,18.64,86.7,71.5,Q21,7223,UK
UK,UK,CAH19-01-05,Creative writing, To what extent do you get the right opportunities to give feedback on your course?,1118.8,1582.0,444.12,475.13,170.3,29.28,82.2,71.5,Q22,7224,UK
UK,UK,CAH19-01-05,Creative writing, To what extent are students' opinions about the course valued by staff?,1097.1,1582.0,462.95,434.85,148.88,50.45,81.8,71.5,Q23,7225,UK
UK,UK,CAH19-01-05,Creative writing, How clear is it that students' feedback on the course is acted on?,1093.3,1582.0,256.54,415.98,322.14,98.66,61.5,71.5,Q24,7226,UK
UK,UK,CAH19-01-05,Creative writing, How well does the students' union (association or guild) represent students' academic interests?,923.2,1582.0,185.59,488.74,180.8,68.1,73.0,71.5,Q25,7227,UK
UK,UK,CAH19-01-05,Creative writing, How well communicated was information about your university/college's mental wellbeing support services?,1095.0,1582.0,349.27,444.48,216.38,84.88,72.5,71.5,Q26,7228,UK
UK,UK,CAH19-01-06,Others in English studies, How good are teaching staff at explaining things?,25.0,33.0,8.0,15.0,2.0,0.0,92.0,75.8,Q01,7229,UK
UK,UK,CAH19-01-06,Others in English studies, How often do teaching staff make the subject engaging?,25.0,33.0,8.5,12.5,4.0,0.0,84.0,75.8,Q02,7230,UK
UK,UK,CAH19-01-06,Others in English studies, How often is the course intellectually stimulating?,25.0,33.0,9.0,10.0,6.0,0.0,76.0,75.8,Q03,7231,UK
UK,UK,CAH19-01-06,Others in English studies, How often does your course challenge you to achieve your best work?,25.0,33.0,8.0,17.0,0.0,0.0,100.0,75.8,Q04,7232,UK
UK,UK,CAH19-01-06,Others in English studies, To what extent have you had the chance to explore ideas and concepts in depth?,25.0,33.0,13.5,9.5,2.0,0.0,92.0,75.8,Q05,7233,UK
UK,UK,CAH19-01-06,Others in English studies, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,25.0,33.0,12.5,10.5,2.0,0.0,92.0,75.8,Q06,7234,UK
UK,UK,CAH19-01-06,Others in English studies, To what extent have you had the chance to bring together information and ideas from different topics?,25.0,33.0,10.0,12.5,1.5,1.0,90.0,75.8,Q07,7235,UK
UK,UK,CAH19-01-06,Others in English studies, To what extent does your course have the right balance of directed and independent study?,25.0,33.0,8.5,15.0,0.5,1.0,94.0,75.8,Q08,7236,UK
UK,UK,CAH19-01-06,Others in English studies, How well has your course developed your knowledge and skills that you think you will need for your future?,25.0,33.0,9.0,12.0,4.0,0.0,84.0,75.8,Q09,7237,UK
UK,UK,CAH19-01-06,Others in English studies, How clear were the marking criteria used to assess your work?,25.0,33.0,4.5,10.5,8.0,2.0,60.0,75.8,Q10,7238,UK
UK,UK,CAH19-01-06,Others in English studies, How fair has the marking and assessment been on your course?,25.0,33.0,5.5,15.0,2.5,2.0,82.0,75.8,Q11,7239,UK
UK,UK,CAH19-01-06,Others in English studies, How well have assessments allowed you to demonstrate what you have learned?,25.0,33.0,5.0,16.0,3.0,1.0,84.0,75.8,Q12,7240,UK
UK,UK,CAH19-01-06,Others in English studies, How often have you received assessment feedback on time?,24.0,33.0,8.0,6.0,6.5,3.5,58.3,75.8,Q13,7241,UK
UK,UK,CAH19-01-06,Others in English studies, How often does feedback help you to improve your work?,25.0,33.0,6.0,12.0,7.0,0.0,72.0,75.8,Q14,7242,UK
UK,UK,CAH19-01-06,Others in English studies, How easy was it to contact teaching staff when you needed to?,25.0,33.0,11.5,10.0,2.5,1.0,86.0,75.8,Q15,7243,UK
UK,UK,CAH19-01-06,Others in English studies, How well have teaching staff supported your learning?,25.0,33.0,8.5,15.5,1.0,0.0,96.0,75.8,Q16,7244,UK
UK,UK,CAH19-01-06,Others in English studies, How well organised is your course?,25.0,33.0,3.0,12.0,7.0,3.0,60.0,75.8,Q17,7245,UK
UK,UK,CAH19-01-06,Others in English studies, How well were any changes to teaching on your course communicated?,24.0,33.0,5.5,12.0,6.5,0.0,72.9,75.8,Q18,7246,UK
UK,UK,CAH19-01-06,Others in English studies, How well have the IT resources and facilities supported your learning?,24.0,33.0,9.5,9.5,5.0,0.0,79.2,75.8,Q19,7247,UK
UK,UK,CAH19-01-06,Others in English studies," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",25.0,33.0,9.5,12.0,2.5,1.0,86.0,75.8,Q20,7248,UK
UK,UK,CAH19-01-06,Others in English studies," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",24.5,33.0,7.0,13.0,3.5,1.0,81.6,75.8,Q21,7249,UK
UK,UK,CAH19-01-06,Others in English studies, To what extent do you get the right opportunities to give feedback on your course?,24.0,33.0,8.5,10.5,4.0,1.0,79.2,75.8,Q22,7250,UK
UK,UK,CAH19-01-06,Others in English studies, To what extent are students' opinions about the course valued by staff?,25.0,33.0,11.5,6.5,7.0,0.0,72.0,75.8,Q23,7251,UK
UK,UK,CAH19-01-06,Others in English studies, How clear is it that students' feedback on the course is acted on?,24.5,33.0,7.0,7.5,8.0,2.0,59.2,75.8,Q24,7252,UK
UK,UK,CAH19-01-06,Others in English studies, How well does the students' union (association or guild) represent students' academic interests?,21.5,33.0,8.5,8.0,1.5,3.5,76.7,75.8,Q25,7253,UK
UK,UK,CAH19-01-06,Others in English studies, How well communicated was information about your university/college's mental wellbeing support services?,23.5,33.0,6.0,10.0,4.0,3.5,68.1,75.8,Q26,7254,UK
UK,UK,CAH19-01-07,Linguistics, How good are teaching staff at explaining things?,535.9,754.4,191.75,313.97,25.16,5.0,94.4,71.1,Q01,7255,UK
UK,UK,CAH19-01-07,Linguistics, How often do teaching staff make the subject engaging?,535.5,754.4,124.77,336.62,61.66,12.49,86.2,71.1,Q02,7256,UK
UK,UK,CAH19-01-07,Linguistics, How often is the course intellectually stimulating?,535.7,754.4,229.1,257.15,40.29,9.17,90.8,71.1,Q03,7257,UK
UK,UK,CAH19-01-07,Linguistics, How often does your course challenge you to achieve your best work?,533.7,754.4,209.63,240.87,67.61,15.6,84.4,71.1,Q04,7258,UK
UK,UK,CAH19-01-07,Linguistics, To what extent have you had the chance to explore ideas and concepts in depth?,536.2,754.4,211.98,246.82,69.87,7.54,85.6,71.1,Q05,7259,UK
UK,UK,CAH19-01-07,Linguistics, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,534.9,754.4,190.87,271.93,63.6,8.48,86.5,71.1,Q06,7260,UK
UK,UK,CAH19-01-07,Linguistics, To what extent have you had the chance to bring together information and ideas from different topics?,535.2,754.4,216.79,229.49,83.26,5.67,83.4,71.1,Q07,7261,UK
UK,UK,CAH19-01-07,Linguistics, To what extent does your course have the right balance of directed and independent study?,535.0,754.4,167.9,220.03,116.88,30.2,72.5,71.1,Q08,7262,UK
UK,UK,CAH19-01-07,Linguistics, How well has your course developed your knowledge and skills that you think you will need for your future?,531.5,754.4,131.96,280.99,97.08,21.44,77.7,71.1,Q09,7263,UK
