Provider,Level,Subject,Code,Predicted_28_Positivity,Predicted_28_Options,Prediction_Diff
The University of Huddersfield,All undergraduates,History,CAH20-01-01,96.9,93.3,-3.6
The University of Huddersfield,All undergraduates,Education,CAH22-01-01,84.1,80,-4.1
The University of Huddersfield,All undergraduates,Teacher training,CAH22-01-02,83.7,81.4,-2.3
The University of Huddersfield,All undergraduates,Journalism,CAH24-01-04,88.5,87.4,-1.1
The University of Huddersfield,All undergraduates,Media studies,CAH24-01-05,91.9,91.3,-0.6
The University of Huddersfield,All undergraduates,Art,CAH25-01-02,44.9,39.1,-5.8
The University of Huddersfield,All undergraduates,Design studies,CAH25-01-03,80.4,70.9,-9.5
The University of Huddersfield,All undergraduates,Cinematics and photography,CAH25-01-04,83.3,82.8,-0.5
The University of Huddersfield,All undergraduates,Music,CAH25-02-02,81.7,76.1,-5.6
The University of Huddersfield,All undergraduates,Drama,CAH25-02-03,69.9,54.4,-15.5
The University of Huddersfield,First degree,Adult nursing,CAH02-04-02,64.7,53.5,-11.2
The University of Huddersfield,First degree,Midwifery,CAH02-04-04,82.9,82.5,-0.4
The University of Huddersfield,First degree,Children's nursing,CAH02-04-05,61.5,51.8,-9.7
The University of Huddersfield,First degree,Mental health nursing,CAH02-04-07,56.8,61.2,4.4
The University of Huddersfield,First degree,Biomedical sciences (non-specific),CAH02-05-03,81.3,79.7,-1.6
The University of Huddersfield,First degree,Health sciences (non-specific),CAH02-06-01,54.7,41.5,-13.2
The University of Huddersfield,First degree,Ophthalmics,CAH02-06-03,90.6,85.3,-5.3
The University of Huddersfield,First degree,Physiotherapy,CAH02-06-05,84.8,81.9,-2.9
The University of Huddersfield,First degree,Complementary and alternative medicine,CAH02-06-06,84.2,84.5,0.3
The University of Huddersfield,First degree,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,91.5,83.8,-7.7
The University of Huddersfield,First degree,Sport and exercise sciences,CAH03-02-01,76,60.9,-15.1
The University of Huddersfield,First degree,Psychology (non-specific),CAH04-01-01,82.5,80.1,-2.4
The University of Huddersfield,First degree,Chemistry,CAH07-02-01,85.2,84.2,-1
The University of Huddersfield,First degree,Mechanical engineering,CAH10-01-02,60.5,44.6,-15.9
The University of Huddersfield,First degree,Production and manufacturing engineering,CAH10-01-03,58.8,51.6,-7.2
The University of Huddersfield,First degree,Electrical and electronic engineering,CAH10-01-08,76.3,70.4,-5.9
The University of Huddersfield,First degree,Others in technology,CAH10-03-06,71.8,60.2,-11.6
The University of Huddersfield,First degree,Computer science,CAH11-01-01,67.6,55.8,-11.8
The University of Huddersfield,First degree,Software engineering,CAH11-01-04,64.9,57.5,-7.4
The University of Huddersfield,First degree,Architecture,CAH13-01-01,74.8,65.2,-9.6
The University of Huddersfield,First degree,Sociology,CAH15-01-02,81.6,82.8,1.2
The University of Huddersfield,First degree,Economics,CAH15-02-01,90.5,88.8,-1.7
The University of Huddersfield,First degree,Childhood and youth studies,CAH15-04-02,90.5,87.9,-2.6
The University of Huddersfield,First degree,Law,CAH16-01-01,70.9,66.3,-4.6
The University of Huddersfield,First degree,Business studies,CAH17-01-02,79.6,71.1,-8.5
The University of Huddersfield,First degree,Marketing,CAH17-01-03,85.5,81.9,-3.6
The University of Huddersfield,First degree,Management studies,CAH17-01-04,82.6,78.5,-4.1
The University of Huddersfield,First degree,"Tourism, transport and travel",CAH17-01-06,78.1,65.6,-12.5
The University of Huddersfield,First degree,Finance,CAH17-01-07,67.6,56,-11.6
The University of Huddersfield,First degree,Accounting,CAH17-01-08,69.9,59.9,-10
The University of Huddersfield,First degree,History,CAH20-01-01,96.9,93.3,-3.6
The University of Huddersfield,First degree,Education,CAH22-01-01,84.1,80,-4.1
The University of Huddersfield,First degree,Teacher training,CAH22-01-02,83.7,81.4,-2.3
The University of Huddersfield,First degree,Journalism,CAH24-01-04,88.5,87.4,-1.1
The University of Huddersfield,First degree,Media studies,CAH24-01-05,91.9,91.3,-0.6
The University of Huddersfield,First degree,Art,CAH25-01-02,44.9,39.1,-5.8
The University of Huddersfield,First degree,Design studies,CAH25-01-03,80.4,70.9,-9.5
The University of Huddersfield,First degree,Cinematics and photography,CAH25-01-04,83.3,82.8,-0.5
The University of Huddersfield,First degree,Music,CAH25-02-02,81.7,76.1,-5.6
The University of Huddersfield,First degree,Drama,CAH25-02-03,69.9,54.4,-15.5
The University of Huddersfield,Undergraduate with postgraduate component,Pharmacology,CAH02-02-01,77.2,73.1,-4.1
The University of Huddersfield,Undergraduate with postgraduate component,Pharmacy,CAH02-02-03,77.2,73.1,-4.1
The University of Huddersfield,Undergraduate with postgraduate component,"Anatomy, physiology and pathology",CAH02-05-04,77.2,73.1,-4.1
The University of Huddersfield,Undergraduate with postgraduate component,Social work,CAH15-04-01,84.6,88.9,4.3
The University of Hull,All undergraduates,Adult nursing,CAH02-04-02,70.2,64.5,-5.7
The University of Hull,All undergraduates,Midwifery,CAH02-04-04,61.9,54.8,-7.1
The University of Hull,All undergraduates,Children's nursing,CAH02-04-05,73.6,69.1,-4.5
The University of Hull,All undergraduates,Mental health nursing,CAH02-04-07,80.6,76.2,-4.4
The University of Hull,All undergraduates,Health sciences (non-specific),CAH02-06-01,81.9,71.2,-10.7
The University of Hull,All undergraduates,Physiotherapy,CAH02-06-05,87.9,82.9,-5
The University of Hull,All undergraduates,Ecology and environmental biology,CAH03-01-03,75.4,67.6,-7.8
The University of Hull,All undergraduates,Zoology,CAH03-01-06,75.3,67.9,-7.4
The University of Hull,All undergraduates,Physics,CAH07-01-01,92.4,90.7,-1.7
The University of Hull,All undergraduates,Forensic and archaeological sciences,CAH07-04-02,89,77.8,-11.2
The University of Hull,All undergraduates,Mechanical engineering,CAH10-01-02,83.2,74.1,-9.1
The University of Hull,All undergraduates,Electrical and electronic engineering,CAH10-01-08,83.9,76,-7.9
The University of Hull,All undergraduates,Others in technology,CAH10-03-06,84.6,85.8,1.2
The University of Hull,All undergraduates,Computer games and animation,CAH11-01-06,82.1,68.6,-13.5
The University of Hull,All undergraduates,Social work,CAH15-04-01,92.1,91.1,-1
The University of Hull,All undergraduates,Health studies,CAH15-04-03,88.4,92.5,4.1
The University of Hull,All undergraduates,Marketing,CAH17-01-03,84.9,76.3,-8.6
The University of Hull,All undergraduates,Management studies,CAH17-01-04,83.9,80.6,-3.3
The University of Hull,All undergraduates,Finance,CAH17-01-07,91.4,84.3,-7.1
The University of Hull,All undergraduates,Accounting,CAH17-01-08,84.6,84.5,-0.1
The University of Hull,All undergraduates,English studies (non-specific),CAH19-01-01,87.4,85.1,-2.3
The University of Hull,All undergraduates,History,CAH20-01-01,91.7,95.2,3.5
The University of Hull,All undergraduates,Teacher training,CAH22-01-02,60.5,59.1,-1.4
The University of Hull,First degree,Adult nursing,CAH02-04-02,70.2,64.5,-5.7
The University of Hull,First degree,Midwifery,CAH02-04-04,61.9,54.8,-7.1
The University of Hull,First degree,Children's nursing,CAH02-04-05,73.6,69.1,-4.5
The University of Hull,First degree,Mental health nursing,CAH02-04-07,80.6,76.2,-4.4
The University of Hull,First degree,Health sciences (non-specific),CAH02-06-01,81.9,71.2,-10.7
The University of Hull,First degree,Physiotherapy,CAH02-06-05,87.9,82.9,-5
The University of Hull,First degree,Ecology and environmental biology,CAH03-01-03,75.4,67.6,-7.8
The University of Hull,First degree,Zoology,CAH03-01-06,75.3,67.9,-7.4
The University of Hull,First degree,Forensic and archaeological sciences,CAH07-04-02,89,77.8,-11.2
The University of Hull,First degree,Mechanical engineering,CAH10-01-02,83.9,75,-8.9
The University of Hull,First degree,Electrical and electronic engineering,CAH10-01-08,84.6,77.7,-6.9
The University of Hull,First degree,Others in technology,CAH10-03-06,84.6,85.8,1.2
The University of Hull,First degree,Computer games and animation,CAH11-01-06,81.3,68.1,-13.2
The University of Hull,First degree,Social work,CAH15-04-01,92.1,91.1,-1
The University of Hull,First degree,Marketing,CAH17-01-03,84.9,76.3,-8.6
The University of Hull,First degree,Management studies,CAH17-01-04,83.9,80.6,-3.3
The University of Hull,First degree,Finance,CAH17-01-07,91.4,84.3,-7.1
The University of Hull,First degree,Accounting,CAH17-01-08,84.6,84.5,-0.1
The University of Hull,First degree,English studies (non-specific),CAH19-01-01,87.4,85.1,-2.3
The University of Hull,First degree,History,CAH20-01-01,91.7,95.2,3.5
The University of Hull,First degree,Teacher training,CAH22-01-02,60.5,59.1,-1.4
The University of Hull,Other undergraduate,Health studies,CAH15-04-03,88.4,92.5,4.1
The University of Kent,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,71.2,63.5,-7.7
The University of Kent,All undergraduates,Biology (non-specific),CAH03-01-02,73.8,67.8,-6
The University of Kent,All undergraduates,Ecology and environmental biology,CAH03-01-03,81,81,0
The University of Kent,All undergraduates,"Molecular biology, biophysics and biochemistry",CAH03-01-08,83.7,77.9,-5.8
The University of Kent,All undergraduates,Sport and exercise sciences,CAH03-02-01,82,72.3,-9.7
The University of Kent,All undergraduates,Psychology (non-specific),CAH04-01-01,69.6,61.3,-8.3
The University of Kent,All undergraduates,Applied psychology,CAH04-01-02,72.9,64.2,-8.7
The University of Kent,All undergraduates,Psychology and health,CAH04-01-04,71.2,66,-5.2
The University of Kent,All undergraduates,Chemistry,CAH07-02-01,85.5,81.4,-4.1
The University of Kent,All undergraduates,Forensic and archaeological sciences,CAH07-04-02,93.4,93.3,-0.1
The University of Kent,All undergraduates,Mathematics,CAH09-01-01,87.6,79.3,-8.3
The University of Kent,All undergraduates,Statistics,CAH09-01-03,86.4,82.5,-3.9
The University of Kent,All undergraduates,Mechanical engineering,CAH10-01-02,79.1,75.5,-3.6
The University of Kent,All undergraduates,Electrical and electronic engineering,CAH10-01-08,73.3,70.8,-2.5
The University of Kent,All undergraduates,Computer science,CAH11-01-01,73.7,69.7,-4
The University of Kent,All undergraduates,Architecture,CAH13-01-01,77,70.5,-6.5
The University of Kent,All undergraduates,Sociology,CAH15-01-02,79.9,75.2,-4.7
The University of Kent,All undergraduates,Anthropology,CAH15-01-04,81.2,82.5,1.3
The University of Kent,All undergraduates,Economics,CAH15-02-01,77.8,67.7,-10.1
The University of Kent,All undergraduates,Politics,CAH15-03-01,81.2,73.8,-7.4
The University of Kent,All undergraduates,Social work,CAH15-04-01,84.7,82.6,-2.1
The University of Kent,All undergraduates,Law,CAH16-01-01,83.9,80.2,-3.7
The University of Kent,All undergraduates,Business studies,CAH17-01-02,83.6,76.5,-7.1
The University of Kent,All undergraduates,Marketing,CAH17-01-03,67.4,52.5,-14.9
The University of Kent,All undergraduates,Finance,CAH17-01-07,84.6,81.4,-3.2
The University of Kent,All undergraduates,Accounting,CAH17-01-08,83.1,75.9,-7.2
The University of Kent,All undergraduates,Literature in English,CAH19-01-03,81.3,73.5,-7.8
The University of Kent,All undergraduates,Others in language and area studies,CAH19-04-09,88.7,85.1,-3.6
The University of Kent,All undergraduates,History,CAH20-01-01,88.6,79,-9.6
The University of Kent,All undergraduates,Philosophy,CAH20-02-01,82.2,72.3,-9.9
The University of Kent,All undergraduates,Journalism,CAH24-01-04,87.3,78,-9.3
The University of Kent,All undergraduates,Design studies,CAH25-01-03,87,85.8,-1.2
The University of Kent,All undergraduates,Cinematics and photography,CAH25-01-04,77.1,70.1,-7
The University of Kent,All undergraduates,Music,CAH25-02-02,70.4,65.6,-4.8
The University of Kent,All undergraduates,Drama,CAH25-02-03,82.6,72.9,-9.7
The University of Kent,First degree,Biomedical sciences (non-specific),CAH02-05-03,71.2,63.5,-7.7
The University of Kent,First degree,Biology (non-specific),CAH03-01-02,73.8,67.8,-6
The University of Kent,First degree,Ecology and environmental biology,CAH03-01-03,81,81,0
The University of Kent,First degree,"Molecular biology, biophysics and biochemistry",CAH03-01-08,83.7,77.9,-5.8
The University of Kent,First degree,Sport and exercise sciences,CAH03-02-01,82,72.3,-9.7
The University of Kent,First degree,Psychology (non-specific),CAH04-01-01,69.6,61.3,-8.3
The University of Kent,First degree,Applied psychology,CAH04-01-02,72.9,64.2,-8.7
The University of Kent,First degree,Psychology and health,CAH04-01-04,71.2,66,-5.2
The University of Kent,First degree,Chemistry,CAH07-02-01,85.5,81.4,-4.1
The University of Kent,First degree,Forensic and archaeological sciences,CAH07-04-02,93.5,95,1.5
The University of Kent,First degree,Mathematics,CAH09-01-01,87.6,79.7,-7.9
The University of Kent,First degree,Statistics,CAH09-01-03,86.4,82.5,-3.9
The University of Kent,First degree,Mechanical engineering,CAH10-01-02,79.1,75.5,-3.6
The University of Kent,First degree,Electrical and electronic engineering,CAH10-01-08,77,72.1,-4.9
The University of Kent,First degree,Computer science,CAH11-01-01,73.7,69.7,-4
The University of Kent,First degree,Architecture,CAH13-01-01,77,70.5,-6.5
The University of Kent,First degree,Sociology,CAH15-01-02,79.9,75.2,-4.7
The University of Kent,First degree,Anthropology,CAH15-01-04,81.2,82.5,1.3
The University of Kent,First degree,Economics,CAH15-02-01,77.8,67.7,-10.1
The University of Kent,First degree,Politics,CAH15-03-01,81.2,73.8,-7.4
The University of Kent,First degree,Social work,CAH15-04-01,84.7,82.6,-2.1
The University of Kent,First degree,Law,CAH16-01-01,83.9,80.2,-3.7
The University of Kent,First degree,Business studies,CAH17-01-02,83.6,76.5,-7.1
The University of Kent,First degree,Marketing,CAH17-01-03,67.4,52.5,-14.9
The University of Kent,First degree,Finance,CAH17-01-07,84.6,81.4,-3.2
The University of Kent,First degree,Accounting,CAH17-01-08,83.1,75.9,-7.2
The University of Kent,First degree,Literature in English,CAH19-01-03,81.3,73.5,-7.8
The University of Kent,First degree,Others in language and area studies,CAH19-04-09,88.7,85.1,-3.6
The University of Kent,First degree,History,CAH20-01-01,88.6,79,-9.6
The University of Kent,First degree,Philosophy,CAH20-02-01,82.2,72.3,-9.9
The University of Kent,First degree,Journalism,CAH24-01-04,87.3,78,-9.3
The University of Kent,First degree,Design studies,CAH25-01-03,87,85.8,-1.2
The University of Kent,First degree,Cinematics and photography,CAH25-01-04,77.1,70.1,-7
The University of Kent,First degree,Music,CAH25-02-02,70.4,65.6,-4.8
The University of Kent,First degree,Drama,CAH25-02-03,82.6,72.9,-9.7
University of Lincoln,All undergraduates,Pharmacy,CAH02-02-03,82.7,79.5,-3.2
University of Lincoln,All undergraduates,Adult nursing,CAH02-04-02,63.1,56.9,-6.2
University of Lincoln,All undergraduates,Midwifery,CAH02-04-04,74.8,62,-12.8
University of Lincoln,All undergraduates,Mental health nursing,CAH02-04-07,61.4,65.7,4.3
University of Lincoln,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,88.1,86.6,-1.5
University of Lincoln,All undergraduates,Health sciences (non-specific),CAH02-06-01,94.1,93.7,-0.4
University of Lincoln,All undergraduates,Biology (non-specific),CAH03-01-02,89.1,80.8,-8.3
University of Lincoln,All undergraduates,Zoology,CAH03-01-06,92.3,88.9,-3.4
University of Lincoln,All undergraduates,Sport and exercise sciences,CAH03-02-01,86.1,77.6,-8.5
University of Lincoln,All undergraduates,Psychology (non-specific),CAH04-01-01,77,73.3,-3.7
University of Lincoln,All undergraduates,Animal science,CAH06-01-01,86.1,84.8,-1.3
University of Lincoln,All undergraduates,Physics,CAH07-01-01,93.7,92.6,-1.1
University of Lincoln,All undergraduates,Chemistry,CAH07-02-01,94,93.7,-0.3
University of Lincoln,All undergraduates,Forensic and archaeological sciences,CAH07-04-02,86.1,84.8,-1.3
University of Lincoln,All undergraduates,Mathematics,CAH09-01-01,94.1,93.2,-0.9
